Unnamed: 0	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100	V101	V102	V103	V104	V105	V106	V107	V108	V109	V110	V111	V112	V113	V114	V115	V116	V117	V118	V119	V120	V121	V122	V123	V124	V125	V126	V127	V128	V129	V130	V131	V132	V133	V134	V135	V136	V137	V138	V139	V140	V141	V142	V143	V144	V145	V146	V147	V148	V149	mean
CD8+ Tcm	0.0	0.0	0.06751	0.01944	0.204796666666667	0.132366666666667	0.0538	0.01849	0.19563	0.21334	0.237503333333333	0.239896666666667	0.0054733333333333	0.0016733333333333	0.0015133333333333	0.0	0.0339966666666667	0.00378	0.13881	0.0	0.16298	0.0	0.152506666666667	0.0	0.0	0.0244799999999999	0.04086	0.0	0.0	0.02068	0.0	0.0108533333333334	0.259723333333333	0.136133333333333	0.01457	1.0	0.0775633333333333	0.179893333333333	0.151273333333333	0.200466666666667	0.0387733333333333	0.0297666666666667	0.0	0.0517366666666667	0.0473066666666667	0.0205533333333333	0.129376666666667	0.0470433333333333	0.0569466666666667	0.0881066666666667	0.0285866666666666	0.24651	0.27798	0.11319	0.287846666666667	0.0990533333333333	0.09419	0.0211366666666667	0.463786666666667	0.0	0.125953333333333	0.0	0.308733333333333	0.26674	0.0504466666666666	0.712706666666667	0.11367	0.137686666666667	0.0	1.0	0.0213433333333334	0.22718	0.01866	0.0645066666666667	0.155306666666667	0.103363333333333	0.0853233333333333	0.0154666666666666	0.0002199999999999	0.17924	0.00016	0.105873333333333	0.00738	0.111386666666667	0.0023466666666667	0.0	0.141903333333333	0.399406666666667	0.08957	0.14091	0.27893	0.01944	0.184926666666667	0.0569466666666667	0.276	0.0	0.0705166666666667	0.0322933333333333	0.09419	0.103363333333333	0.156513333333333	0.0080033333333333	0.16556	0.0077433333333333	0.0239233333333333	0.0	0.0	0.17732	0.0	0.0907066666666667	6.66666666671034e-06	0.173776666666667	0.17115	0.0687333333333333	0.0	0.0824833333333334	0.151896666666667	0.0025466666666667	0.0724900000000001	0.0	0.0205533333333333	0.0378633333333334	0.0387733333333333	0.182486666666667	0.0088166666666666	0.0	0.14301	0.290896666666667	0.0319466666666667	1.0	0.30578	0.0561733333333333	0.0690733333333333	0.158826666666667	0.136133333333333	0.701646666666667	0.429796666666667	0.0477833333333333	0.0	0.0	0.0603833333333333	0.157713333333333	0.20114	0.0127966666666667	0.0200733333333334	0.0	0.742433333333333	0.0713766666666666	0.0354533333333333	0.12186420581655484
CD8+ Tem	0.04448	0.945056666666667	1.0	1.0	0.385256666666667	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.59317	1.0	1.0	1.0	0.527533333333333	1.0	0.160123333333333	1.0	0.75787	0.374013333333333	1.0	1.0	0.723616666666667	0.625483333333333	1.0	0.579713333333333	0.801193333333333	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.34576	1.0	1.0	0.976143333333333	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.995196666666667	1.0	0.0	1.0	1.0	1.0	1.0	0.969956666666667	1.0	1.0	1.0	0.52831	1.0	0.864723333333333	1.0	0.926876666666667	0.98418	1.0	1.0	1.0	1.0	1.0	1.0	0.915503333333333	1.0	1.0	1.0	1.0	1.0	0.841763333333333	1.0	1.0	1.0	1.0	0.962716666666667	1.0	1.0	1.0	0.231773333333333	1.0	1.0	1.0	1.0	1.0	0.829856666666667	0.935836666666667	0.60183	1.0	0.190176666666667	1.0	1.0	1.0	0.79916	0.623633333333333	1.0	0.810806666666667	1.0	1.0	1.0	1.0	0.544023333333333	0.82539	1.0	1.0	1.0	1.0	1.0	1.0	0.6617	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.47085	1.0	1.0	0.695436666666667	1.0	1.0	0.119113333333333	1.0	1.0	1.0	1.0	1.0	0.345193333333333	1.0	0.559363333333333	1.0	0.8998173378076062
CD8+ naive T-cells	0.0	0.159503333333333	0.0644033333333334	0.0302166666666667	0.0	0.0	0.279656666666667	0.0	0.0	0.0	0.0	0.0074366666666666	0.0210566666666666	0.0	0.466906666666667	1.0	6.66666666671034e-06	0.0	0.0	0.16092	0.0	0.0873266666666667	0.0	0.0083933333333333	0.0989666666666666	0.0	0.0368366666666666	0.00812	1.0	1.0	0.22821	0.0	0.0	0.00951	0.586943333333333	0.0	0.0	0.0004933333333333	0.0	0.0	0.0	1.0	0.0178133333333333	0.0	7.00000000000145e-05	0.0	0.0	0.0	0.0	0.0	4.000000000004e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.211663333333333	0.0	0.0	0.0	0.0	0.0080133333333333	0.185106666666667	0.0116033333333333	0.0	0.0	0.0	0.00041	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0306233333333333	1.0	0.274996666666667	0.0251233333333334	0.0	0.24361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00085	0.0046966666666666	1.0	0.00827	0.224523333333333	0.0	6.66666666671034e-06	0.0	0.0	0.0	0.0	0.374473333333333	0.0	1.0	0.0	0.257793333333333	0.0	0.0	0.24965	0.54854	0.0	0.0	0.03237	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.33333333335517e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.00339	0.0	0.0	0.0201233333333334	0.0666866666666667	1.0	0.0	0.0	0.0	0.0	1.0	0.0076433333333333	0.0	0.118483333333333	0.0	0.10860055928411635
CLP	0.0382933333333333	0.195423333333333	0.128016666666667	0.22861	0.0	0.0	0.0183266666666667	0.0	0.0	0.0	0.26875	0.00921	0.0437666666666666	0.0233266666666667	0.0047666666666667	0.291546666666667	0.0	0.0063699999999999	8.66666666666793e-05	0.25013	0.0	0.8619	0.150753333333333	0.0	0.0	0.0	0.331266666666667	0.05275	0.0008966666666666	1.0	0.0701933333333333	0.0321766666666666	0.01797	1.0	0.0725766666666666	0.0	0.0233266666666667	0.15454	0.0	0.0686600000000001	0.0	0.96069	0.1886	0.0	0.12599	0.0	0.0739866666666666	0.0	0.0	0.0	0.0001733333333333	0.0023833333333332	0.377266666666667	0.710446666666667	0.286433333333333	0.0	0.0	0.97591	0.0443366666666667	0.0	0.0437666666666666	0.0006599999999999	0.0	0.0	0.172453333333333	0.0	0.343633333333333	0.22861	0.0	0.26717	0.0	0.0069	0.0	0.0409866666666666	1.0	0.05669	0.0	0.0	0.128016666666667	0.0	0.08602	0.21983	0.00402	0.16971	0.0	0.0133433333333334	0.0	0.0	0.0947166666666667	0.0	0.0	0.0398866666666666	0.0012699999999999	0.0	0.0546433333333334	0.0	0.0771066666666667	0.0	0.0	0.0461133333333333	0.0	0.684966666666667	8.66666666666793e-05	0.0771066666666667	0.0	0.0	0.0	0.0112	0.0013233333333333	0.09977	0.0	0.0	0.35599	0.0145333333333333	0.07795	0.0	0.35599	0.320446666666667	0.0	0.212206666666667	0.12496	0.0	0.0	0.0	0.251746666666667	0.180456666666667	9.9999999999989e-05	0.615633333333333	0.0	0.0	0.0	0.146126666666667	0.480736666666667	0.261003333333333	0.132403333333333	0.132403333333333	0.0	0.528333333333333	1.0	0.146126666666667	0.0	0.0	0.0	0.0	1.0	0.0	0.0818366666666667	0.424583333333333	0.0	0.13357997762863533
CMP	0.12335	0.0510699999999999	0.954346666666667	0.335896666666667	1.0	0.63873	0.16646	1.0	0.734563333333333	0.102066666666667	0.144376666666667	0.0079633333333333	0.113146666666667	0.0819433333333334	0.356793333333333	0.12991	1.0	0.0229966666666667	0.52645	1.0	0.902286666666667	1.0	0.349376666666667	0.202823333333333	0.14151	0.0737633333333333	0.15695	0.0490866666666666	1.0	0.0593133333333333	1.0	1.0	1.0	0.08424	0.289723333333333	0.26761	0.612133333333333	0.331643333333333	0.31158	0.183126666666667	1.0	0.0428866666666666	0.131096666666667	1.0	0.0853266666666667	0.753056666666667	0.244623333333333	0.6922	1.0	0.419223333333333	1.0	1.0	1.0	0.10843	0.0434466666666666	0.324566666666667	0.15695	0.116573333333333	0.466293333333333	1.0	0.0050566666666667	0.334486666666667	0.15328	1.0	0.31815	0.805373333333333	1.0	0.454026666666667	0.03861	0.16028	0.929576666666667	1.0	0.264456666666667	0.06029	0.10182	0.38726	1.0	0.374206666666667	0.437826666666667	0.153976666666667	0.551036666666667	0.161546666666667	0.226643333333333	0.252203333333333	0.430346666666667	0.325866666666667	0.862806666666667	1.0	0.162413333333333	0.0601533333333333	0.19142	0.33883	0.54126	0.170196666666667	0.245443333333333	1.0	0.304976666666667	0.182046666666667	1.0	0.18682	0.09658	0.536236666666667	0.97625	1.0	0.0856833333333333	0.106653333333333	0.768263333333333	0.55864	0.216343333333333	0.172586666666667	0.11887	0.663263333333333	1.0	0.256066666666667	0.250126666666667	0.0532733333333333	1.0	0.15099	1.0	0.0447233333333333	0.226643333333333	1.0	1.0	0.470373333333333	0.143733333333333	0.0992433333333334	0.105003333333333	0.258126666666667	0.38055	0.14055	0.0424933333333334	0.120616666666667	0.0435966666666666	1.0	0.157453333333333	0.14586	1.0	0.500846666666667	0.0790266666666667	1.0	0.221783333333333	0.466293333333333	0.0620166666666667	1.0	0.110776666666667	0.304976666666667	1.0	0.15439	0.21337	0.44137492170022374
Chondrocytes	0.0012166666666666	0.0065433333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0040799999999999	1.0	0.0	0.0	0.0	0.0638	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03546	0.0	0.0	0.0	0.05487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0051299999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06146	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192066666666667	0.0	0.0	0.0008	1.0	1.0	0.0	0.0	0.0229	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.66666666671034e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.08261196868008949
Class-switched memory B-cells	0.114986666666667	0.0	0.110606666666667	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.582606666666667	0.07675	0.0	0.0	0.40097	0.0	0.40097	0.0	0.505363333333333	0.0	0.0	0.25768	0.0456800000000001	0.03244	1.0	0.339326666666667	0.0	0.0028533333333333	0.0021299999999999	0.0008133333333333	0.446783333333333	0.179973333333333	1.0	1.0	1.0	0.0	1.0	0.0	0.146923333333333	0.0	0.220826666666667	0.00724	0.389046666666667	0.0010299999999999	0.0	0.0	0.0	1.0	0.8205	0.0008133333333333	1.0	0.0172866666666667	1.0	0.0	1.0	0.0	0.570616666666667	0.0	1.0	0.01434	0.8205	0.67111	0.0074266666666666	1.0	1.0	0.0	1.0	0.51232	0.295463333333333	0.0018799999999999	0.0003233333333333	1.0	1.0	0.0126766666666667	0.0	0.0	0.0	0.174463333333333	0.0074266666666666	0.0050333333333333	0.55167	0.0	0.213343333333333	0.0	0.558783333333333	0.56345	0.0	0.01211	0.0	0.164853333333333	0.0	0.41536	0.0	0.0	0.0041666666666666	0.503173333333333	0.0	0.0191933333333333	0.507723333333333	0.0	1.0	0.0	0.0	0.01623	0.0590366666666666	1.0	0.331743333333333	0.0	0.0	0.0097366666666666	1.0	0.587336666666667	0.0	0.0066466666666666	0.100963333333333	0.0	0.642563333333333	1.0	0.0318866666666666	0.297143333333333	0.0	0.0529866666666666	0.0	0.0	1.0	0.0227866666666666	1.0	1.0	0.00177	0.0	0.0	0.453166666666667	0.0552433333333333	0.0330466666666667	1.0	0.157156666666667	0.0	0.0	0.624723333333333	0.0	0.23651	0.0	0.0	0.0	1.0	0.0	0.0	0.29819921700223717
DC	0.0	0.0565433333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0136733333333333	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0882933333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28786	0.0	0.0	0.0	0.0	0.0	0.0	0.0139833333333333	0.0	0.0	0.0	0.0043366666666666	0.0	0.168123333333333	0.0	0.0	0.0	0.0222933333333334	0.0	0.06313	2.66666666666193e-05	0.0341866666666667	0.0	0.0	0.0	0.0758766666666667	0.0	0.0	0.0	0.0001933333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.04389	0.0	1.0	0.0	0.00217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012499999999999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.54865	0.0	0.0	0.0	0.06398	0.0	0.0005866666666666	0.0	0.0	0.0	0.0097433333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0388166666666667	0.0012499999999999	0.0	0.330056666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017166666666667	0.16971	0.47851	0.0182466666666666	0.0001499999999999	0.0	0.0	0.0	0.06045	0.0	0.00217	0.0	0.0	0.0139833333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03767684563758388
Endothelial cells	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0590933333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.33333333333697e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.150473333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0084699999999999	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03575805369127517
Eosinophils	0.6089	1.0	0.0915766666666666	0.102153333333333	0.59531	0.0394733333333334	0.402626666666667	0.0126500000000001	0.0260733333333333	0.431076666666667	0.02464	0.13315	0.0507233333333333	1.0	0.108696666666667	0.355273333333333	6.66666666671034e-06	1.0	0.413763333333333	0.03309	0.0	0.864256666666667	0.0001566666666666	0.214893333333333	1.0	0.245293333333333	0.14654	0.0377066666666667	0.1176	0.40601	0.0	0.0139666666666667	0.0	0.0401766666666666	0.0906033333333334	0.203126666666667	0.110373333333333	0.337973333333333	0.47131	0.413136666666667	0.0	0.16723	0.0	0.0052133333333332	0.197666666666667	0.185536666666667	0.322483333333333	0.03727	0.0106133333333334	1.0	0.0	0.02093	0.0961566666666667	0.12359	0.710216666666667	0.0512899999999999	0.234476666666667	0.0887933333333333	0.05084	0.386046666666667	0.440343333333333	1.0	0.02739	0.08294	0.68566	0.0463	0.0	0.0	0.16753	0.02416	0.0074366666666666	0.01369	0.0502466666666667	0.874623333333333	0.402626666666667	0.08263	0.202323333333333	0.173963333333333	0.177703333333333	0.468246666666667	0.0360566666666666	0.161863333333333	0.460613333333333	0.0385166666666666	0.231166666666667	0.218766666666667	0.0	0.0051633333333333	0.372516666666667	0.06586	1.0	0.224936666666667	1.0	0.815706666666667	0.464476666666667	0.332586666666667	0.0189466666666667	1.0	0.0003633333333333	0.288443333333333	0.0	0.0475233333333334	0.369413333333333	0.0	0.9279	1.0	0.2091	0.0769533333333333	0.20193	0.07582	0.197973333333333	0.11667	0.0239166666666667	1.0	0.181366666666667	1.0	0.0190466666666667	0.104973333333333	0.0490699999999999	0.207246666666667	0.04814	0.26445	0.116446666666667	0.35408	0.610956666666667	0.06342	0.0079099999999999	0.0021233333333333	0.740906666666667	1.0	0.594393333333333	0.31004	0.354643333333333	0.0318433333333333	0.0585833333333333	0.200086666666667	0.190526666666667	0.0292933333333333	0.0996833333333333	0.409203333333333	1.0	0.107163333333333	0.32956	0.282376666666667	0.192726666666667	1.0	0.0806766666666666	0.21455	0.55875	0.2788986129753916
Epithelial cells	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.99999999995449e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0381333333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0206933333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0745233333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004966666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014321185682326628
Erythrocytes	1.0	1.0	0.753153333333333	1.0	0.142906666666667	1.0	0.0362333333333333	1.0	1.0	1.0	1.0	0.0060333333333333	1.0	1.0	1.0	1.0	1.0	0.926886666666667	0.12521	0.21929	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.510126666666667	1.0	1.0	1.0	1.0	1.0	3.33333333333297e-05	0.0018333333333333	1.0	0.03808	1.0	1.0	0.537	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0283566666666667	0.00809	1.0	1.0	1.0	1.0	0.0291933333333333	0.114866666666667	1.0	1.0	1.0	1.0	1.0	1.0	0.127036666666667	1.0	1.0	1.0	0.0002166666666666	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0007166666666666	1.0	1.0	1.0	0.0023566666666666	1.0	1.0	1.0	1.0	1.0	1.0	0.21929	1.0	1.0	0.0059633333333333	1.0	0.0319366666666666	1.0	1.0	1.0	1.0	1.0	0.0023566666666666	0.0531366666666667	1.0	1.0	1.0	1.0	0.0009099999999999	2.66666666666193e-05	0.0340533333333334	1.0	1.0	1.0	0.0458333333333333	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0608566666666667	0.23425	1.0	0.48429	1.0	1.0	1.0	1.0	1.0	0.0191766666666666	0.0018899999999999	1.0	1.0	1.0	1.0	0.06773	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.03667	1.0	1.0	0.321833333333333	0.7800525055928411
Fibroblasts	0.0276333333333333	0.0	0.348956666666667	0.00861	0.0	0.0	0.0	0.0116233333333333	0.0	0.0964366666666666	0.0	0.232066666666667	0.0	0.0763833333333334	0.0	0.0	0.0	0.395353333333333	0.0	1.0	0.0	0.214103333333333	0.0	0.0	1.0	0.0	0.0740933333333333	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.144796666666667	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0369333333333334	0.0067166666666667	0.0718233333333334	0.0	0.0055366666666666	0.0	0.0322133333333333	0.0	0.0557733333333333	1.0	0.0	0.32412	1.0	0.0	0.0	0.0	0.102976666666667	0.0	0.0	0.0003066666666666	0.0	0.0	0.0	0.0	0.0	0.0018566666666666	0.0	0.00039	0.01719	0.0777466666666666	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0337566666666667	0.0	0.0	0.0	0.16915	1.0	0.19729	0.0	0.0	0.0	0.0004566666666666	0.0	0.0	0.13689	0.0132966666666666	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0281933333333333	0.0097899999999999	0.00363	0.470923333333333	0.0	0.0	0.219866666666667	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.21909	0.0	0.0	0.40145	0.0109566666666666	0.0	0.0	0.20119	0.0546	0.0	0.0044733333333333	0.0	0.0	9.66666666666338e-05	0.0	1.0	0.0	0.0	0.0	0.1378438926174497
GMP	0.763136666666667	0.70073	1.0	0.56031	1.0	0.81251	0.548163333333333	1.0	1.0	0.808653333333333	0.81381	0.60374	0.643666666666667	1.0	0.738963333333333	0.404953333333333	1.0	0.85803	1.0	0.7176	1.0	0.55481	0.855176666666667	0.24254	0.86528	1.0	0.594213333333333	0.456823333333333	0.45941	0.505906666666667	0.96437	1.0	1.0	0.720693333333333	0.561206666666667	1.0	1.0	0.299573333333333	0.469323333333333	0.80499	1.0	0.43769	1.0	1.0	0.688153333333333	1.0	1.0	0.895093333333333	1.0	1.0	1.0	1.0	1.0	1.0	0.270516666666667	1.0	1.0	1.0	1.0	1.0	0.67473	0.30809	0.51743	1.0	1.0	0.58758	1.0	0.57592	0.203176666666667	0.246193333333333	1.0	1.0	1.0	0.796313333333333	0.420266666666667	1.0	1.0	1.0	0.431736666666667	0.81381	0.607496666666667	1.0	0.536526666666667	0.5932	1.0	0.70073	1.0	1.0	0.722863333333333	0.357356666666667	1.0	1.0	1.0	0.421023333333333	1.0	1.0	1.0	0.456823333333333	1.0	1.0	0.452786666666667	0.741043333333333	1.0	0.505043333333333	1.0	0.630423333333333	0.63411	1.0	0.549133333333333	0.403296666666667	0.783983333333333	0.525566666666667	1.0	1.0	0.811156666666667	1.0	1.0	0.533833333333333	1.0	1.0	1.0	1.0	1.0	1.0	0.739983333333333	1.0	0.222493333333333	0.882196666666667	1.0	1.0	0.572136666666667	1.0	0.55566	1.0	0.326136666666667	1.0	1.0	1.0	0.811156666666667	1.0	1.0	1.0	0.676773333333333	0.845333333333333	0.690083333333333	1.0	1.0	0.465093333333333	1.0	0.8050250111856821
HSC	0.127176666666667	1.0	0.0003433333333333	0.0080533333333333	0.0	0.0819533333333333	0.0	0.00812	0.0	0.561473333333333	0.0	0.0812033333333333	1.0	1.0	0.0	0.0	0.0199166666666667	0.794023333333333	0.0984066666666666	0.0455133333333333	1.0	0.0	0.0	0.0065366666666666	1.0	0.28324	0.0865566666666666	0.0	0.137333333333333	0.0040099999999999	0.0103266666666667	0.0	0.0	0.0096966666666666	0.02534	0.649613333333333	0.0140966666666666	0.0	0.0	0.0265566666666667	0.0	0.0313433333333333	0.0080533333333333	0.794023333333333	0.0	0.09163	0.0	0.10852	0.12282	0.0190366666666667	0.5288	0.0	0.0861366666666666	0.11109	0.0	0.262126666666667	0.354086666666667	0.0092933333333333	0.0	1.0	0.786853333333333	4.66666666666393e-05	0.0	0.07465	0.700023333333333	0.0	0.0	6.66666666666593e-05	0.0	0.0	0.0988	0.0094466666666667	0.0	0.402863333333333	0.0	0.171426666666667	0.0543766666666666	0.0078266666666666	0.0	0.0	0.02534	0.56817	0.0	0.0328633333333334	0.16015	0.04305	0.0	0.0	0.135706666666667	0.0	0.118603333333333	0.00838	0.134503333333333	1.0	0.0977833333333333	0.0	0.0648366666666667	0.0	0.18663	0.07283	0.0	0.0762033333333333	0.62747	0.0	0.140946666666667	1.0	0.0	0.0	0.0	0.0	0.05014	0.0	0.0	1.0	0.39259	0.620323333333333	0.19705	0.0331133333333333	0.164606666666667	0.0	0.11489	0.336243333333333	0.0012633333333332	0.145043333333333	0.0264633333333333	0.205406666666667	0.0	0.0160766666666666	0.151193333333333	1.0	0.701736666666667	0.15598	0.0	0.199066666666667	0.0	0.0	0.12995	1.0	0.0548166666666666	0.0265566666666667	1.0	0.01326	0.0334	0.0	0.21155	0.26492	0.0	0.0	0.0159866666666667	0.17897935123042505
Hepatocytes	1.0	0.0	0.0	0.0	0.06965	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.436606666666667	0.0	1.0	0.0	0.331183333333333	0.0	1.0	0.0	0.848283333333333	0.0534733333333334	1.0	0.0	0.460513333333333	0.0	0.73791	1.0	0.0	0.0001666666666666	0.0245833333333333	0.960553333333333	0.585256666666667	0.0	1.0	0.0	0.0005899999999999	0.186393333333333	0.0	0.0	0.0	0.0	0.06965	0.0	0.0	0.0	0.0	0.0002566666666666	0.0	0.0	0.0	0.0	0.02154	0.0	1.0	9.99999999995449e-06	0.668553333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.104386666666667	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.989933333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.109243333333333	0.986163333333333	0.0	0.0	0.1582	0.0	0.0	0.0439566666666666	0.0	0.0	0.0	0.269593333333333	0.0	0.196133333333333	1.0	0.0	0.431823333333333	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.412863333333333	0.0	0.0	0.0910566666666667	0.254063333333333	0.00494	0.0	0.0010299999999999	0.0069966666666666	0.918913333333333	0.0	0.0	0.569973333333333	0.0	0.51974	0.0018	0.0025066666666666	0.0	1.0	0.0081466666666666	1.0	0.0	0.0	0.0	1.0	0.0	0.250036666666667	0.0206333333333333	0.0	0.0	0.0	0.0	0.289806666666667	0.0	0.0	0.326923333333333	0.884386666666667	0.0	0.19670082774049216
